4390,Đồng Lê,Xã Đồng Lê,38
4391,Chiềng Sơn,Xã Chiềng Sơn,39
4392,Long An,Phường Long An,40
4393,Nam Hòa,Xã Nam Hòa,41
4394,Thanh Kỳ,Xã Thanh Kỳ,42
4395,Hà Giang 1,Phường Hà Giang 1,43
4396,Long Hồ,Xã Long Hồ,44
4619,Lĩnh Nam,Phường Lĩnh Nam,11
4620,Tăng Nhơn Phú,Phường Tăng Nhơn Phú,12
4621,Trà Giáp,Xã Trà Giáp,13
4622,Kiến An,Phường Kiến An,14
4623,Thới Long,Phường Thới Long,15
4624,Vỹ Dạ,Phường Vỹ Dạ,16
4625,Khánh Bình,Xã Khánh Bình,17
4626,Ninh Xá,Phường Ninh Xá,18
4627,Khánh Lâm,Xã Khánh Lâm,19
4628,Lý Quốc,Xã Lý Quốc,20
4629,Buôn Ma Thuột,Phường Buôn Ma Thuột,21
4630,Sín Chải,Xã Sín Chải,22
4631,Nam Cát Tiên,Xã Nam Cát Tiên,23
4632,Phú Thọ,Xã Phú Thọ,24
4633,Pleiku,Phường Pleiku,25
4634,Kim Hoa,Xã Kim Hoa,26
4635,Xuân Trúc,Xã Xuân Trúc,27
4636,Cam Hiệp,Xã Cam Hiệp,28
4637,Bình Lư,Xã Bình Lư,29
4638,3 Bảo Lộc,Phường 3 Bảo Lộc,30
4639,Thiện Long,Xã Thiện Long,31
4640,Cầu Thia,Phường Cầu Thia,32
4641,Môn Sơn,Xã Môn Sơn,33
4642,Gia Hưng,Xã Gia Hưng,34
4643,Quy Đức,Xã Quy Đức,35
4644,Nguyễn Nghiêm,Xã Nguyễn Nghiêm,36
4645,Việt Hưng,Phường Việt Hưng,37
4646,Tuyên Phú,Xã Tuyên Phú,38
4647,Vân Hồ,Xã Vân Hồ,39
4648,Mỹ Thạnh,Xã Mỹ Thạnh,40
4649,Văn Hán,Xã Văn Hán,41
4650,Xuân Thái,Xã Xuân Thái,42
4651,Minh Tân,Xã Minh Tân,43
4652,Phú Quới,Xã Phú Quới,44
4875,Tương Mai,Phường Tương Mai,11
4876,Bình Tân,Phường Bình Tân,12
4877,Trà Tân,Xã Trà Tân,13
4878,Phù Liễn,Phường Phù Liễn,14
4879,Phước Thới,Phường Phước Thới,15
4880,Thuận Hóa,Phường Thuận Hóa,16
4881,Tân Châu,Phường Tân Châu,17
4882,Quế Võ,Phường Quế Võ,18
4883,Lý Văn Lâm,Phường Lý Văn Lâm,19
4884,Vinh Quý,Xã Vinh Quý,20
4885,Tân An,Phường Tân An,21
4886,Sính Phình,Xã Sính Phình,22
4887,Tân Phú,Xã Tân Phú,23
4888,Tràm Chim,Xã Tràm Chim,24
4889,Hội Phú,Phường Hội Phú,25
4890,Vũ Quang,Xã Vũ Quang,26
4891,Phạm Ngũ Lão,Xã Phạm Ngũ Lão,27
4892,Suối Dầu,Xã Suối Dầu,28
4893,Tả Lèng,Xã Tả Lèng,29
4894,B'Lao,Phường B'Lao,30
4895,Bắc Sơn,Xã Bắc Sơn,31
4896,Tú Lệ,Xã Tú Lệ,32
4897,Mậu Thạch,Xã Mậu Thạch,33
4898,Gia Phong,Xã Gia Phong,34
4899,Tân Pheo,Xã Tân Pheo,35
4900,Đức Phổ,Phường Đức Phổ,36
4901,Bình Khê,Phường Bình Khê,37
4902,Tuyên Bình,Xã Tuyên Bình,38
4903,Song Khủa,Xã Song Khủa,39
4904,Vĩnh Hưng,Xã Vĩnh Hưng,40
4905,Văn Lăng,Xã Văn Lăng,41
4906,Yên Thọ,Xã Yên Thọ,42
4907,Nông Tiến,Phường Nông Tiến,43
4908,Thanh Đức,Phường Thanh Đức,44
5131,Thanh Liệt,Phường Thanh Liệt,11
5132,Bình Trị Đông,Phường Bình Trị Đông,12
5133,Trà Đốc,Xã Trà Đốc,13
5134,An Biên,Phường An Biên,14
5135,Trung Nhứt,Phường Trung Nhứt,15
5136,An Cựu,Phường An Cựu,16
5137,Long Phú,Phường Long Phú,17
5138,Phương Liễu,Phường Phương Liễu,18
5139,Hòa Thành,Phường Hòa Thành,19
5140,Thanh Long,Xã Thanh Long,20
5141,Tân Lập,Phường Tân Lập,21
5142,Tủa Thàng,Xã Tủa Thàng,22
5143,Phú Lâm,Xã Phú Lâm,23
5144,An Long,Xã An Long,24
5145,Thống Nhất,Phường Thống Nhất,25
5146,Mai Hoa,Xã Mai Hoa,26
5147,Nguyễn Trãi,Xã Nguyễn Trãi,27
5148,Đông Ninh Hòa,Phường Đông Ninh Hòa,28
5149,Khun Há,Xã Khun Há,29
5150,Đơn Dương,Xã Đơn Dương,30
5151,Hưng Vũ,Xã Hưng Vũ,31
5152,Gia Hội,Xã Gia Hội,32
5153,Cam Phục,Xã Cam Phục,33
5154,Gia Vân,Xã Gia Vân,34
5155,Kim Bôi,Xã Kim Bôi,35
5156,Khánh Cường,Xã Khánh Cường,36
5157,Mạo Khê,Phường Mạo Khê,37
5158,Tuyên Hóa,Xã Tuyên Hóa,38
5159,Tô Múa,Xã Tô Múa,39
5160,Khánh Hưng,Xã Khánh Hưng,40
5161,Sông Công,Phường Sông Công,41
5162,Mường Lý,Xã Mường Lý,42
5163,Minh Xuân,Phường Minh Xuân,43
5164,Long Châu,Phường Long Châu,44
5387,Đại Thanh,Xã Đại Thanh,11
5388,Phú Giáo,Xã Phú Giáo,12
5389,Trà My,Xã Trà My,13
5390,Quyết Thắng,Xã Quyết Thắng,14
5391,Phong Điền,Xã Phong Điền,15
5392,Thủy Xuân,Phường Thủy Xuân,16
5393,Tân An,Xã Tân An,17
5394,Nhân Hòa,Phường Nhân Hòa,18
5395,Tân Thành,Phường Tân Thành,19
5396,Cần Yên,Xã Cần Yên,20
5397,Thành Nhất,Phường Thành Nhất,21
5398,Sáng Nhè,Xã Sáng Nhè,22
5399,Trị An,Xã Trị An,23
5400,Bình Thành,Xã Bình Thành,24
5401,Diên Hồng,Phường Diên Hồng,25
5402,Thượng Đức,Xã Thượng Đức,26
5403,Hồng Quang,Xã Hồng Quang,27
5404,Trường Sa,Đặc Khu Trường Sa,28
5405,Tân Phong,Phường Tân Phong,29
5406,Ka Đô,Xã Ka Đô,30
5407,Vũ Lăng,Xã Vũ Lăng,31
5408,Sơn Lương,Xã Sơn Lương,32
5409,Châu Khê,Xã Châu Khê,33
5410,Gia Trấn,Xã Gia Trấn,34
5411,Mường Động,Xã Mường Động,35
5412,Sa Huỳnh,Phường Sa Huỳnh,36
5413,Hoàng Quế,Phường Hoàng Quế,37
5414,Tân Gianh,Xã Tân Gianh,38
5415,Xuân Nha,Xã Xuân Nha,39
5416,Tuyên Bình,Xã Tuyên Bình,40
5417,Bá Xuyên,Phường Bá Xuyên,41
5418,Yên Khương,Xã Yên Khương,42
5419,Trung Hà,Xã Trung Hà,43
5420,Phước Hậu,Phường Phước Hậu,44
5643,Thường Tín,Xã Thường Tín,11
5644,Bình Hưng,Xã Bình Hưng,12
5645,Nam Trà My,Xã Nam Trà My,13
5646,Tiên Minh,Xã Tiên Minh,14
5647,Nhơn Ái,Xã Nhơn Ái,15
5648,Phú Vinh,Xã Phú Vinh,16
5649,Châu Phong,Xã Châu Phong,17
5650,Đào Viên,Phường Đào Viên,18
5651,Đá Bạc,Xã Đá Bạc,19
5652,Thông Nông,Xã Thông Nông,20
5653,Ea Kao,Phường Ea Kao,21
5654,Tuần Giáo,Xã Tuần Giáo,22
5655,Tân An,Xã Tân An,23
5656,Tháp Mười,Xã Tháp Mười,24
5657,An Phú,Phường An Phú,25
5658,Đức Đồng,Xã Đức Đồng,26
5659,Khoái Châu,Xã Khoái Châu,27
5660,Tây Nha Trang,Phường Tây Nha Trang,28
5661,Đoàn Kết,Phường Đoàn Kết,29
5662,Quảng Lập,Xã Quảng Lập,30
5663,Nhất Hòa,Xã Nhất Hòa,31
5664,Văn Chấn,Xã Văn Chấn,32
5665,Diễn Châu,Xã Diễn Châu,33
5666,Nho Quan,Xã Nho Quan,34
5667,Dũng Tiến,Xã Dũng Tiến,35
5668,Bình Minh,Xã Bình Minh,36
5669,Yên Tử,Phường Yên Tử,37
5670,Trung Thuần,Xã Trung Thuần,38
5671,Quỳnh Nhai,Xã Quỳnh Nhai,39
5672,Nhựt Tảo,Xã Nhựt Tảo,40
5673,Bách Quang,Phường Bách Quang,41
5674,Yên Thắng,Xã Yên Thắng,42
5675,Hùng Đức,Xã Hùng Đức,43
5676,Tân Hạnh,Phường Tân Hạnh,44
5899,Ô Diên,Xã Ô Diên,11
5900,Thường Tân,Xã Thường Tân,12
5901,Trà Tập,Xã Trà Tập,13
5902,Trần Liễu,Phường Trần Liễu,14
5903,Thới Lai,Xã Thới Lai,15
5904,Phú Hồ,Xã Phú Hồ,16
5905,Vĩnh Xương,Xã Vĩnh Xương,17
5906,Bồng Lai,Phường Bồng Lai,18
5907,Bạc Liêu,Phường Bạc Liêu,19
5908,Trường Hà,Xã Trường Hà,20
5909,Hòa Phú,Xã Hòa Phú,21
5910,Quài Tở,Xã Quài Tở,22
5911,Tân Triều,Phường Tân Triều,23
5912,Thanh Mỹ,Xã Thanh Mỹ,24
5913,Biển Hồ,Xã Biển Hồ,25
5914,Hương Bình,Xã Hương Bình,26
5915,Triệu Việt Vương,Xã Triệu Việt Vương,27
5916,Nam Nha Trang,Phường Nam Nha Trang,28
5917,Sin Suối Hồ,Xã Sin Suối Hồ,29
5918,D'Ran,Xã D'Ran,30
5919,Vũ Lễ,Xã Vũ Lễ,31
5920,Thượng Bằng La,Xã Thượng Bằng La,32
5921,Đức Châu,Xã Đức Châu,33
5922,Gia Lâm,Xã Gia Lâm,34
5923,Hợp Kim,Xã Hợp Kim,35
5924,Bình Chương,Xã Bình Chương,36
5925,Đông Mai,Phường Đông Mai,37
5926,Quảng Trạch,Xã Quảng Trạch,38
5927,Mường Chiên,Xã Mường Chiên,39
5928,Thủ Thừa,Xã Thủ Thừa,40
5929,Phú Lương,Xã Phú Lương,41
5930,Mường Lát,Xã Mường Lát,42
5931,Kiến Thiết,Xã Kiến Thiết,43
5932,Tân Ngãi,Phường Tân Ngãi,44
6155,Quảng Bị,Xã Quảng Bị,11
6156,Phú Nhuận,Phường Phú Nhuận,12
6157,Trà Vân,Xã Trà Vân,13
6158,Lê Thanh Nghị,Phường Lê Thanh Nghị,14
6159,Đông Thuận,Xã Đông Thuận,15
6160,Phú Vang,Xã Phú Vang,16
6161,Phú Tân,Xã Phú Tân,17
6162,Chi Lăng,Xã Chi Lăng,18
6163,Vĩnh Trạch,Phường Vĩnh Trạch,19
6164,Hà Quảng,Xã Hà Quảng,20
6165,Buôn Hồ,Phường Buôn Hồ,21
6166,Mường Mùn,Xã Mường Mùn,22
6167,Phú Riềng,Xã Phú Riềng,23
6168,Mỹ Quí,Xã Mỹ Quí,24
6169,Gào,Xã Gào,25
6170,Hương Xuân,Xã Hương Xuân,26
6171,Việt Tiến,Xã Việt Tiến,27
6172,Cam Ranh,Phường Cam Ranh,28
6173,Phong Thổ,Xã Phong Thổ,29
6174,Hiệp Thạnh,Xã Hiệp Thạnh,30
6175,Tân Tri,Xã Tân Tri,31
6176,Chấn Thịnh,Xã Chấn Thịnh,32
6177,Quảng Châu,Xã Quảng Châu,33
6178,Gia Tường,Xã Gia Tường,34
6179,Nật Sơn,Xã Nật Sơn,35
6180,Trường Giang,Xã Trường Giang,36
6181,Hiệp Hòa,Phường Hiệp Hòa,37
6182,Hòa Trạch,Xã Hòa Trạch,38
6183,Mường Giôn,Xã Mường Giôn,39
6184,Lương Hòa,Xã Lương Hòa,40
6185,Vô Tranh,Xã Vô Tranh,41
6186,Mường Chanh,Xã Mường Chanh,42
6187,Mỹ Lâm,Phường Mỹ Lâm,43
6188,Quới Thiện,Xã Quới Thiện,44
6411,Trần Phú,Xã Trần Phú,11
6412,Cầu Kiệu,Phường Cầu Kiệu,12
6413,Trà Linh,Xã Trà Linh,13
6414,Thạch Khôi,Phường Thạch Khôi,14
6415,Trường Xuân,Xã Trường Xuân,15
6416,Thanh Thủy,Phường Thanh Thủy,16
6417,Phú An,Xã Phú An,17
6418,Phù Lãng,Xã Phù Lãng,18
6419,Hiệp Thành,Phường Hiệp Thành,19
6420,Lũng Nặm,Xã Lũng Nặm,20
6421,Cư Bao,Phường Cư Bao,21
6422,Pú Nhung,Xã Pú Nhung,22
6423,Nhơn Trạch,Xã Nhơn Trạch,23
6424,Đốc Binh Kiều,Xã Đốc Binh Kiều,24
6425,Ia Ly,Xã Ia Ly,25
6426,Phúc Trạch,Xã Phúc Trạch,26
6427,Chí Minh,Xã Chí Minh,27
6428,Cam Linh,Phường Cam Linh,28
6429,Sì Lở Lầu,Xã Sì Lở Lầu,29
6430,Lạc Dương,Xã Lạc Dương,30
6431,Văn Quan,Xã Văn Quan,31
6432,Nghĩa Tâm,Xã Nghĩa Tâm,32
6433,Hải Châu,Xã Hải Châu,33
6434,Phú Sơn,Xã Phú Sơn,34
6435,Lạc Sơn,Xã Lạc Sơn,35
6436,Ba Gia,Xã Ba Gia,36
6437,Quảng Yên,Phường Quảng Yên,37
6438,Thượng Trạch,Xã Thượng Trạch,38
6439,Mường Sại,Xã Mường Sại,39
6440,Long Hoa,Phường Long Hoa,40
6441,Yên Trạch,Xã Yên Trạch,41
6442,Thiệu Trung,Xã Thiệu Trung,42
6443,Tân Tiến,Xã Tân Tiến,43
6444,Trung Thành,Xã Trung Thành,44
6667,Liên Minh,Xã Liên Minh,11
6668,Tân Bình,Phường Tân Bình,12
6669,Trà Leng,Xã Trà Leng,13
6670,Tân Kỳ,Xã Tân Kỳ,14
6671,Trường Thành,Xã Trường Thành,15
6672,Hương Thủy,Phường Hương Thủy,16
6673,Bình Thạnh Đông,Xã Bình Thạnh Đông,17
6674,Yên Phong,Xã Yên Phong,18
6675,Giá Rai,Phường Giá Rai,19
6676,Tổng Cọt,Xã Tổng Cọt,20
6677,Ea Drông,Xã Ea Drông,21
6678,Chiềng Sinh,Xã Chiềng Sinh,22
6679,Phước An,Xã Phước An,23
6680,Trường Xuân,Xã Trường Xuân,24
6681,Chư Păh,Xã Chư Păh,25
6682,Hà Linh,Xã Hà Linh,26
6683,Châu Ninh,Xã Châu Ninh,27
6684,Ba Ngòi,Phường Ba Ngòi,28
6685,Dào San,Xã Dào San,29
6686,Đức Trọng,Xã Đức Trọng,30
6687,Điềm He,Xã Điềm He,31
6688,Phong Dụ Hạ,Xã Phong Dụ Hạ,32
6689,Tân Châu,Xã Tân Châu,33
6690,Cúc Phương,Xã Cúc Phương,34
6691,Mường Vang,Xã Mường Vang,35
6692,Sơn Tịnh,Xã Sơn Tịnh,36
6693,Phong Cốc,Phường Phong Cốc,37
6694,Phong Nha,Xã Phong Nha,38
6695,Thuận Châu,Xã Thuận Châu,39
6696,Hòa Thành,Phường Hòa Thành,40
6697,Hợp Thành,Xã Hợp Thành,41
6698,Bát Mọt,Xã Bát Mọt,42
6699,Hoàng Su Phì,Xã Hoàng Su Phì,43
6700,Trung Ngãi,Xã Trung Ngãi,44
6923,Thư Lâm,Xã Thư Lâm,11
6924,Phú Thạnh,Phường Phú Thạnh,12
6925,Thăng Bình,Xã Thăng Bình,13
6926,Nguyên Giáp,Xã Nguyên Giáp,14
6927,Cờ Đỏ,Xã Cờ Đỏ,15
6928,Phú Bài,Phường Phú Bài,16
6929,Chợ Vàm,Xã Chợ Vàm,17
6930,Văn Môn,Xã Văn Môn,18
6931,Láng Tròn,Phường Láng Tròn,19
6932,Nam Tuấn,Xã Nam Tuấn,20
6933,Ea Súp,Xã Ea Súp,21
6934,Mường Ảng,Xã Mường Ảng,22
6935,Phước Thái,Xã Phước Thái,23
6936,Phương Thịnh,Xã Phương Thịnh,24
6937,Ia Khươl,Xã Ia Khươl,25
6938,Hương Đô,Xã Hương Đô,26
6939,Yên Mỹ,Xã Yên Mỹ,27
6940,Bắc Ninh Hòa,Xã Bắc Ninh Hòa,28
6941,Khổng Lào,Xã Khổng Lào,29
6942,Tân Hội,Xã Tân Hội,30
6943,Yên Phúc,Xã Yên Phúc,31
6944,Châu Quế,Xã Châu Quế,32
6945,An Châu,Xã An Châu,33
6946,Phú Long,Xã Phú Long,34
6947,Đại Đồng,Xã Đại Đồng,35
6948,Thọ Phong,Xã Thọ Phong,36
6949,Bãi Cháy,Phường Bãi Cháy,37
6950,Bắc Trạch,Xã Bắc Trạch,38
6951,Chiềng La,Xã Chiềng La,39
6952,Thanh Điền,Phường Thanh Điền,40
6953,Định Hóa,Xã Định Hóa,41
6954,Luận Thành,Xã Luận Thành,42
6955,Thàng Tín,Xã Thàng Tín,43
6956,Quới An,Xã Quới An,44
7179,Đông Anh,Xã Đông Anh,11
7180,Tân Định,Phường Tân Định,12
7181,Thăng An,Xã Thăng An,13
7182,Nam An Phụ,Xã Nam An Phụ,14
7183,Đông Hiệp,Xã Đông Hiệp,15
7184,Vinh Lộc,Xã Vinh Lộc,16
7185,Hòa Lạc,Xã Hòa Lạc,17
7186,Tam Giang,Xã Tam Giang,18
7187,Phong Thạnh,Xã Phong Thạnh,19
7188,Hòa An,Xã Hòa An,20
7189,Ea Rốk,Xã Ea Rốk,21
7190,Nà Tấu,Xã Nà Tấu,22
7191,Long Phước,Xã Long Phước,23
7192,Ba Sao,Xã Ba Sao,24
7193,Ia Phí,Xã Ia Phí,25
7194,Hương Phố,Xã Hương Phố,26
7195,Việt Yên,Xã Việt Yên,27
7196,Ninh Hòa,Phường Ninh Hòa,28
7197,Tủa Sín Chải,Xã Tủa Sín Chải,29
7198,Tà Hine,Xã Tà Hine,30
7199,Tri Lễ,Xã Tri Lễ,31
7200,Lâm Giang,Xã Lâm Giang,32
7201,Minh Châu,Xã Minh Châu,33
7202,Thanh Sơn,Xã Thanh Sơn,34
7203,Ngọc Sơn,Xã Ngọc Sơn,35
7204,Tư Nghĩa,Xã Tư Nghĩa,36
7205,Hà Lầm,Phường Hà Lầm,37
7206,Đông Trạch,Xã Đông Trạch,38
7207,Nậm Lầu,Xã Nậm Lầu,39
7208,Trảng Bàng,Phường Trảng Bàng,40
7209,Bình Yên,Xã Bình Yên,41
7210,Lương Sơn,Xã Lương Sơn,42
7211,Bản Máy,Xã Bản Máy,43
7212,Trung Hiệp,Xã Trung Hiệp,44
7435,Phú Xuyên,Xã Phú Xuyên,11
7436,Cầu Ông Lãnh,Phường Cầu Ông Lãnh,12
7437,Thăng Trường,Xã Thăng Trường,13
7438,Bắc An Phụ,Phường Bắc An Phụ,14
7439,Trung Hưng,Xã Trung Hưng,15
7440,Hưng Lộc,Xã Hưng Lộc,16
7441,Phú Lâm,Xã Phú Lâm,17
7442,Yên Trung,Xã Yên Trung,18
7443,Hồng Dân,Xã Hồng Dân,19
7444,Bạch Đằng,Xã Bạch Đằng,20
7445,Ea Bung,Xã Ea Bung,21
7446,Búng Lao,Xã Búng Lao,22
7447,Bình An,Xã Bình An,23
7448,Mỹ Thọ,Xã Mỹ Thọ,24
7449,Chư Prông,Xã Chư Prông,25
7450,Toàn Lưu,Xã Toàn Lưu,26
7451,Hoàn Long,Xã Hoàn Long,27
7452,Tân Định,Xã Tân Định,28
7453,Sìn Hồ,Xã Sìn Hồ,29
7454,Tà Năng,Xã Tà Năng,30
7455,Tân Đoàn,Xã Tân Đoàn,31
7456,Đông Cuông,Xã Đông Cuông,32
7457,Hùng Châu,Xã Hùng Châu,33
7458,Quỳnh Lưu,Xã Quỳnh Lưu,34
7459,Nhân Nghĩa,Xã Nhân Nghĩa,35
7460,Vệ Giang,Xã Vệ Giang,36
7461,Cao Xanh,Phường Cao Xanh,37
7462,Hoàn Lão,Xã Hoàn Lão,38
7463,Muổi Nọi,Xã Muổi Nọi,39
7464,An Tịnh,Phường An Tịnh,40
7465,Trung Hội,Xã Trung Hội,41
7466,Vạn Xuân,Xã Vạn Xuân,42
7467,Pờ Ly Ngài,Xã Pờ Ly Ngài,43
7468,Hiếu Phụng,Xã Hiếu Phụng,44
7691,Quảng Oai,Xã Quảng Oai,11
7692,Sài Gòn,Phường Sài Gòn,12
7693,Thăng Điền,Xã Thăng Điền,13
7694,Hà Nam,Xã Hà Nam,14
7695,Vĩnh Thạnh,Xã Vĩnh Thạnh,15
7696,Lộc An,Xã Lộc An,16
7697,Mỹ Đức,Xã Mỹ Đức,17
7698,Tam Đa,Xã Tam Đa,18
7699,Vĩnh Lộc,Xã Vĩnh Lộc,19
7700,Nguyễn Huệ,Xã Nguyễn Huệ,20
7701,Ea Wer,Xã Ea Wer,21
7702,Mường Lạn,Xã Mường Lạn,22
7703,Long Thành,Xã Long Thành,23
7704,Bình Hàng Trung,Xã Bình Hàng Trung,24
7705,Bàu Cạn,Xã Bàu Cạn,25
7706,Hải Ninh,Phường Hải Ninh,26
7707,Nguyễn Văn Linh,Xã Nguyễn Văn Linh,27
7708,Hòa Thắng,Phường Hòa Thắng,28
7709,Hồng Thu,Xã Hồng Thu,29
7710,Đinh Văn Lâm Hà,Xã Đinh Văn Lâm Hà,30
7711,Khánh Khê,Xã Khánh Khê,31
7712,Tân Hợp,Xã Tân Hợp,32
7713,Đô Lương,Xã Đô Lương,33
7714,Yên Khánh,Xã Yên Khánh,34
7715,Quyết Thắng,Xã Quyết Thắng,35
7716,Nghĩa Giang,Xã Nghĩa Giang,36
7717,Hồng Gai,Phường Hồng Gai,37
7718,Bố Trạch,Xã Bố Trạch,38
7719,Mường Khiêng,Xã Mường Khiêng,39
7720,Gò Dầu,Phường Gò Dầu,40
7721,Phượng Tiến,Xã Phượng Tiến,41
7722,Tân Thành,Xã Tân Thành,42
7723,Xín Mần,Xã Xín Mần,43
7724,Hiếu Thành,Xã Hiếu Thành,44
7947,Dương Hòa,Xã Dương Hòa,11
7948,Bến Thành,Phường Bến Thành,12
7949,Thăng Phú,Xã Thăng Phú,13
7950,Hà Tây,Xã Hà Tây,14
7951,Vĩnh Trinh,Xã Vĩnh Trinh,15
7952,Phú Lộc,Xã Phú Lộc,16
7953,Vĩnh Thạnh Trung,Xã Vĩnh Thạnh Trung,17
7954,Tiên Du,Xã Tiên Du,18
7955,Ninh Thạnh Lợi,Xã Ninh Thạnh Lợi,19
7956,Ca Thành,Xã Ca Thành,20
7957,Ea Nuôl,Xã Ea Nuôl,21
7958,Mường Phăng,Xã Mường Phăng,22
7959,An Phước,Xã An Phước,23
7960,Mỹ Hiệp,Xã Mỹ Hiệp,24
7961,Ia Boòng,Xã Ia Boòng,25
7962,Kỳ Anh,Xã Kỳ Anh,26
7963,Mỹ Hào,Phường Mỹ Hào,27
7964,Tây Ninh Hòa,Xã Tây Ninh Hòa,28
7965,Nậm Tăm,Xã Nậm Tăm,29
7966,Phú Sơn Lâm Hà,Xã Phú Sơn Lâm Hà,30
7967,Na Sầm,Xã Na Sầm,31
7968,Mậu A,Xã Mậu A,32
7969,Bạch Ngọc,Xã Bạch Ngọc,33
7970,Khánh Nhạc,Xã Khánh Nhạc,34
7971,Thượng Cốc,Xã Thượng Cốc,35
7972,Trà Giang,Xã Trà Giang,36
7973,Hạ Long,Phường Hạ Long,37
7974,Nam Trạch,Xã Nam Trạch,38
7975,Co Mạ,Xã Co Mạ,39
7976,Gia Lộc,Phường Gia Lộc,40
7977,Phú Đình,Xã Phú Đình,41
7978,Hải Bình,Phường Hải Bình,42
7979,Pà Vầy Sủ,Xã Pà Vầy Sủ,43
7980,Lục Sĩ Thành,Xã Lục Sĩ Thành,44
8203,Phúc Thịnh,Xã Phúc Thịnh,11
8204,Diên Hồng,Phường Diên Hồng,12
8205,Đồng Dương,Xã Đồng Dương,13
8206,Nguyễn Lương Bằng,Xã Nguyễn Lương Bằng,14
8207,Thạnh An,Xã Thạnh An,15
8208,Chân Mây-Lăng Cô,Xã Chân Mây-Lăng Cô,16
8209,Châu Phú,Xã Châu Phú,17
8210,Liên Bão,Xã Liên Bão,18
8211,Ninh Quới,Xã Ninh Quới,19
8212,Phan Thanh,Xã Phan Thanh,20
8213,Ea Kiết,Xã Ea Kiết,21
8214,Điện Biên Phủ,Phường Điện Biên Phủ,22
8215,An Viễn,Xã An Viễn,23
8216,Cao Lãnh,Phường Cao Lãnh,24
8217,Ia Lâu,Xã Ia Lâu,25
8218,Kỳ Hoa,Xã Kỳ Hoa,26
8219,Đường Hào,Phường Đường Hào,27
8220,Hòa Trí,Xã Hòa Trí,28
8221,Pu Sam Cáp,Xã Pu Sam Cáp,29
8222,Nam Hà Lâm Hà,Xã Nam Hà Lâm Hà,30
8223,Hoàng Văn Thụ,Xã Hoàng Văn Thụ,31
8224,Xuân Ái,Xã Xuân Ái,32
8225,Văn Hiến,Xã Văn Hiến,33
8226,Khánh Thiện,Xã Khánh Thiện,34
8227,Yên Phú,Xã Yên Phú,35
8228,Nghĩa Hành,Xã Nghĩa Hành,36
8229,Quảng La,Xã Quảng La,37
8230,Quảng Ninh,Xã Quảng Ninh,38
8231,Bình Thuận,Xã Bình Thuận,39
8232,Hưng Thuận,Xã Hưng Thuận,40
8233,Bình Thành,Xã Bình Thành,41
8234,Yên Nhân,Xã Yên Nhân,42
8235,Nấm Dẩn,Xã Nấm Dẩn,43
8236,Vĩnh Xuân,Xã Vĩnh Xuân,44
8459,Vĩnh Thanh,Xã Vĩnh Thanh,11
8460,Hòa Hưng,Phường Hòa Hưng,12
8461,Quế Sơn Trung,Xã Quế Sơn Trung,13
8462,Lạc Phượng,Xã Lạc Phượng,14
8463,Thạnh Quới,Xã Thạnh Quới,15
8464,Long Quảng,Xã Long Quảng,16
8465,Bình Mỹ,Xã Bình Mỹ,17
8466,Tân Chi,Xã Tân Chi,18
8467,Gành Hào,Xã Gành Hào,19
8468,Thành Công,Xã Thành Công,20
8469,Ea M'Droh,Xã Ea M'Droh,21
8470,Mường Thanh,Phường Mường Thanh,22
8471,Bình Minh,Xã Bình Minh,23
8472,Mỹ Ngãi,Phường Mỹ Ngãi,24
8473,Ia Pia,Xã Ia Pia,25
8474,Kỳ Văn,Xã Kỳ Văn,26
8475,Thượng Hồng,Phường Thượng Hồng,27
8476,Vạn Ninh,Xã Vạn Ninh,28
8477,Mường Mô,Xã Mường Mô,29
8478,Nam Ban Lâm Hà,Xã Nam Ban Lâm Hà,30
8479,Thụy Hùng,Xã Thụy Hùng,31
8480,Mỏ Vàng,Xã Mỏ Vàng,32
8481,Bạch Hà,Xã Bạch Hà,33
8482,Khánh Hội,Xã Khánh Hội,34
8483,Lạc Thủy,Xã Lạc Thủy,35
8484,Đình Cương,Xã Đình Cương,36
8485,Mông Dương,Phường Mông Dương,37
8486,Ninh Châu,Xã Ninh Châu,38
8487,Mường É,Xã Mường É,39
8488,Phước Chỉ,Xã Phước Chỉ,40
8489,Kim Phượng,Xã Kim Phượng,41
8490,Định Hòa,Xã Định Hòa,42
8491,Trung Thịnh,Xã Trung Thịnh,43
8492,Hòa Bình,Xã Hòa Bình,44
8715,Thiên Lộc,Xã Thiên Lộc,11
8716,Bình Thới,Phường Bình Thới,12
8717,Quế Sơn,Xã Quế Sơn,13
8718,Trần Nhân Tông,Phường Trần Nhân Tông,14
8719,Vị Thanh,Phường Vị Thanh,15
8720,Nam Đông,Xã Nam Đông,16
8721,Thạnh Mỹ Tây,Xã Thạnh Mỹ Tây,17
8722,Đại Đồng,Xã Đại Đồng,18
8723,Định Thành,Xã Định Thành,19
8724,Tam Kim,Xã Tam Kim,20
8725,Quảng Phú,Xã Quảng Phú,21
8726,Thanh Nưa,Xã Thanh Nưa,22
8727,Trảng Bom,Xã Trảng Bom,23
8728,Mỹ Trà,Phường Mỹ Trà,24
8729,Ia Tôr,Xã Ia Tôr,25
8730,Kỳ Khang,Xã Kỳ Khang,26
8731,Như Quỳnh,Xã Như Quỳnh,27
8732,Diên Khánh,Xã Diên Khánh,28
8733,Hua Bum,Xã Hua Bum,29
